ACCESSIONNUMBER	SIGNATURE_SEQ_KEY	ISSUERNAME	SIGNATURENAME	NAMEOFSIGNER	SIGNATURETITLE	SIGNATUREDATE
0002074745-25-000001	101	Viridian Metals Inc.	"""Sabino Di Paola"""	Sabino Di Paola	CFO	2025-06-30
0002059648-25-000002	101	PCIP I ML Coinvest, LP	/s/ Timothy P. Berry	Timothy P. Berry	Authorized Person of the General Partner of the Issuer	2025-06-30
0002069397-25-000001	101	AK-0423 Fund VIII, a series of Kearny Jackson, LP	/s/ Abraham Wilson	Abraham Wilson	Authorized Officer of the Agent of Issuer's GP	2025-06-30
0002075112-25-000001	101	She Rides Shotgun Project LLC	Daniel D. Hamrin	Daniel D. Hamrin	Counsel	2025-06-30
0002074615-25-000001	101	nVenue Inc.	/s/ Kevin Michael Vela	Kevin Michael Vela	By POA from Kelly Pracht, CEO of nVenue Inc.	2025-06-30
0002074668-25-000002	101	Epic FastWave Ventures QP Ext LLC	/s/ Bryan Edelstein	Bryan Edelstein	Officer	2025-06-27
0002074631-25-000002	101	EPIC SPROUT VENTURES LLC	/s/ Bryan Edelstein	Bryan Edelstein	Officer	2025-06-27
0002074080-25-000001	101	Bagels & Co.	Michael Marsh	Michael March	President	2025-06-30
0002074671-25-000002	101	Epic FastWave Ventures AI Ext LLC	/s/ Bryan Edelstein	Bryan Edelstein	Officer	2025-06-27
0001681785-25-000003	101	Vermilion Global Macro Fund, LP	David Ramsay	David Ramsay	Manager of General Partner	2025-06-30
0002074620-25-000001	101	Sherwood Coinvestment, L.P.	LAUREN MICHELLE SALKELD	LAUREN MICHELLE SALKELD	DIRECTOR OF THE GENERAL PARTNER	2025-06-30
0001981522-25-000004	101	9606 - Acies PC Fund III LP	Ned Mahic	Ned Mahic	Manager of the Issuer	2025-06-30
0002075129-25-000001	101	Garner Bagnal Sidecar OI LP	/s/Michael Rabin	Michael Rabin	Director of Issuer's General Partner	2025-06-30
0002074650-25-000001	101	TQ Ventures IV LP	/s/ Anna Gomez	Anna Gomez	Chief Financial Officer	2025-06-30
0002063407-25-000012	101	Leapfrog Capital, L.P.	/s/ Meyer Malka	Meyer Malka	Director of the Genral Partner of the General Partner	2025-06-30
0002058891-25-000001	101	PR-0224 Fund I, a series of Unpopular VC, LP	/s/ Abraham Wilson	Abraham Wilson	Authorized Officer of the Agent of Issuer's GP	2025-06-30
0002063407-25-000011	101	Braeside Capital, L.P.	/s/ Steven McIntyre	Steven McIntyre	Chief Investment Officer	2025-06-30
0002063407-25-000010	101	Braeside Capital II, L.P.	/s/ Steven McIntyre	Steven McIntyre	Chief Investment Officer	2025-06-30
0002070767-25-000001	101	NU-0521 Fund III, a series of Chris Golda Investments, LP	/s/ Abraham Wilson	Abraham Wilson	Authorized Officer of the Agent of Issuer's GP	2025-06-30
0000902664-25-002836	101	RainTree Credit Opportunity Fund Ltd	/s/ Andrew Weber	Andrew Weber	Director	2025-06-30
0000902664-25-002835	101	DL Partners Opportunities Fund Ltd	/s/ Sandra D'Italia	Sandra D'Italia	Director	2025-06-30
0000902664-25-002834	101	DL Partners Opportunities Fund LP	/s/ Sandra D'Italia	Sandra D'Italia	Director of the General Partner	2025-06-30
0001062993-25-012219	101	Before Self Care Co Inc.	/s/ Stephen Thorp	Stephen Thorp	CEO and Director	2025-06-27
0001012975-25-000327	101	Hg Saturn 4 P&E L.P.	/s/ Andrew Whittaker	Andrew Whittaker	Director of the General Partner of the Issuer	2025-06-30
0001641172-25-017026	101	Portfolio Advisors Private Equity Fund 2024, L.P.	/s/ John M. Kyles	John M. Kyles	Authorized Signatory	2025-06-30
0001641172-25-017025	101	Manteio GALIS Fund Ltd.	/s/ Peter Christodoulou	Peter Christodoulou	Authorized Signatory	2025-06-30
0001641172-25-017020	101	Portfolio Advisors Private Equity Fund 2024 (Offshore), L.P.	/s/ John M. Kyles	John M. Kyles	Authorized Signatory	2025-06-30
0001641172-25-017019	101	Manteio GALIS Fund LP	/s/ Peter Christodoulou	Peter Christodoulou	Authorized Signatory	2025-06-30
0001849757-25-000001	101	Summa Silver Corp	/s/ Martin Bajic	Martin Bajic	Chief Financial Officer	2025-06-27
0002074631-25-000001	101	EPIC SPROUT VENTURES LLC	/s/ Bryan Edelstein	Bryan Edelstein	Officer	2025-06-27
0002074668-25-000001	101	Epic FastWave Ventures QP Ext LLC	/s/ Bryan Edelstein	Bryan Edelstein	Officer	2025-06-27
0001978847-25-000003	101	Seekr Technologies Inc.	/s/ Matthew G. Jones	Matthew G. Jones	Chief Financial Officer	2025-06-27
0002043929-25-000006	101	NorthPoint Industrial Fund VII, LP	/s/Nathaniel Hagedorn	Nathaniel Hagedorn	Manager of the General Partner of the Issuer	2025-06-27
0002043929-25-000006	102	NP Industrial VII Blocker Feeder 2, LP	/s/Nathaniel Hagedorn	Nathaniel Hagedorn	Manager of the General Partner of the Issuer	2025-06-27
0002074671-25-000001	101	Epic FastWave Ventures AI Ext LLC	/s/ Bryan Edelstein	Bryan Edelstein	Officer	2025-06-27
0001818136-25-000002	101	Violin Equity LP	Vikram Arora	Vikram Arora	Managing Member of Violin Equity GP LLC	2025-06-27
0002075084-25-000001	101	ThrivePoint Injury Law, LLC	Jeffrey D Meyer	Jeffrey D Meyer	Member	2025-05-12
0002028385-25-000002	101	LPE Fund I, LP - Bloom Series	Joseph Reigadas	Joseph Elias Reigadas	CCO	2025-06-27
0002048798-25-000003	101	Stargaze Entertainment Group, Inc.	Steve Mandell	Steve Mandell	Chief Executive Officer	2025-06-25
0001737537-25-000003	101	Abridge AI Inc.	/s/ Shivdev K. Rao	Shivdev K. Rao	Chief Executive Officer and President	2025-06-27
0002072547-25-000001	101	Chapel Tattoo LLC	Ashley Adkins	Ashley Adkins	Member	2025-06-17
0002074106-25-000001	101	LAB QS DYNAMO Fund, LP - Series ACWI	Kevin M. Bush	Kevin M. Bush	CCO of Manager	2025-06-27
0001012975-25-000326	101	Columbia Centra Co-Invest, L.P.	/s/ Benjamin S. Lewis	Benjamin S. Lewis	Secretary of the Issuer's General Partner	2025-06-27
0001880351-25-000002	101	Lytica Inc.	/s/ Kenneth Bradley	Kenneth Bradley	Chairman & Chief Strategy Officer	2025-06-27
0000893750-25-000011	101	Aprio Partner Aggregator, LP	/s/ Adam Rimes	Adam Rimes	Chief Financial Officer	2025-06-27
0001641172-25-016965	101	SUNGAGE FINANCIAL, LLC	/s/ James Donovan	James Donovan	Chief Credit and Risk Officer	2025-06-27
0001724977-25-000005	101	OPEN DOORS PARTNERS, LLC	Pramod Dabir	Pramod Dabir	CEO	2025-06-27
0001012975-25-000325	101	Churchill Secondaries Solutions II (Lux), SCSp	/s/ Shai Vichness	Shai Vichness	Sr. Managing Director of the Class A Manager of the GP	2025-06-27
0001012975-25-000324	101	Churchill Secondaries Solutions II (US), L.P.	/s/ Shai Vichness	Shai Vichness	Sr. Managing Director of the managing member of the GP	2025-06-27
0002028126-25-000002	101	Metris FlexB Fund, LP	/s/ John Rodakis	John Rodakis	Manager of the Issuer's General Partner	2025-06-27
0002073696-25-000024	101	Equitybee 22-97000, a Series of Equitybee cFund Master LLC	Devin Rivera	Devin Rivera	Manager	2025-06-27
0001941040-25-000329	101	GQG PARTNERS U.S. QUALITY EQUITY FUND - GQG PARTNERS SERIES LLC	SALVATORE DIGANGI	Salvatore DiGangi	Chief Compliance Officer	2025-06-27
0002071940-25-000002	101	FCP Venture X QP LLC, Series VII	/s/ Joon Rhee	Joon Rhee	Manager of the Manager	2025-06-27
0002073696-25-000023	101	Equitybee 22-97000, a Series of Equitybee cFund Master LLC	Devin Rivera	Devin Rivera	Manager	2025-06-27
0002070289-25-000001	101	LLUV Partners, LLC	/s/ Kenneth Ferrell Wimberly	Kenneth Ferrell Wimberly	Secretary of Issuer	2025-06-27
0000950142-25-001715	101	Apollo Infrastructure Opportunities Fund III (TE 892), L.P.	/s/ James Elworth	James Elworth	Vice President of the GP of the GP of the Issuer	2025-06-27
0002073696-25-000022	101	Equitybee 22-27103, a Series of Equitybee cFund Master LLC	Devin Rivera	Devin Rivera	Manager	2025-06-27
0000950142-25-001714	101	Apollo Infrastructure Opportunities Fund III (Overseas), L.P.	/s/ James Elworth	James Elworth	Vice President of the GP of the GP of the Issuer	2025-06-27
0000950142-25-001713	101	Apollo Infrastructure Opportunities Fund III (Lux), SCSp	/s/ James Elworth	James Elworth	VP of the GP of the Sole Shareholder of the GP of the Issuer	2025-06-27
0002071940-25-000001	101	FCP Venture X LLC, Series VIII	/s/ Joon Rhee	Joon Rhee	Manager of the Manager	2025-06-27
0000950142-25-001712	101	Apollo Infrastructure Opportunities III Co-Investors (A), L.P.	/s/ James Elworth	James Elworth	Vice President of the General Partner of the Issuer	2025-06-27
0000950142-25-001711	101	Apollo Infrastructure Opportunities Fund III, L.P.	/s/ James Elworth	James Elworth	Vice President of the GP of the GP of the Issuer	2025-06-27
0002073528-25-000001	101	SJ Equity Holdings, L.P.	/s/ Karen King	Karen King	Managing Director of SLG	2025-06-27
0001470831-25-000059	101	Hudson Post Credit Opportunities SPV-L II, LP	/s/ Michael Treisman	Michael Treisman	Managing Director, GC & CCO of Sole Member of GP of GP	2025-06-27
0002074369-25-000002	101	Million Software, Inc.	/s/Aiden Bai	Aiden Bai	Chief Executive Officer	2025-06-27
0002071566-25-000001	101	TPEG Star III QP Investors LLC	Daniel Meader	Daniel Meader	Vice President	2025-06-27
0002020216-25-000001	101	Sublynk Inc.	Amelia Black	Amelia Black	by POA from Jody Christopher Andronaco, Jr., CEO	2025-06-27
0002075145-25-000001	101	Havenly Saban Member LLC	Reid Marks	Reid Marks	CEO of Manager of Issuer	2025-06-27
0002069890-25-000001	101	NIC Co-Investment Fund LP	/s/ Gregory Bernstein	Gregory Bernstein	Managing Member of the General Partner	2025-06-27
0002070652-25-000005	101	TPEG Star III Investors LLC	Daniel Meader	Daniel Meader	Vice President	2025-06-27
0002073696-25-000021	101	Equitybee 22-32444, a Series of Equitybee cFund Master LLC	Devin Rivera	Devin Rivera	Manager	2025-06-27
0002074051-25-000003	101	Fort Lending Debt Fund, LLC	Byron J. Elliott	Byron J. Elliott	Attorney	2025-06-27
0001981522-25-000003	101	9606 - Acies PC Fund III LP	Ned Mahic	Ned Mahic	Manager of the Issuer	2025-06-27
0002075143-25-000001	101	Havenly Saban LLC	Reid Marks	Reid Marks	CEO of Manager of Issuer	2025-06-27
0002073696-25-000020	101	Equitybee 22-33373, a Series of Equitybee cFund Master LLC	Devin Rivera	Devin Rivera	Manager	2025-06-27
0002074352-25-000002	101	Torch Opportunity II LLC - Investment Series 5	/s/ Jonathan Keidan	Jonathan Keidan	Managing Member of the Managing Member of the Issuer	2025-06-27
0001932526-25-000002	101	Strategic Storage Growth Trust III, Inc.	/s/ H. Michael Schwartz	H. Michael Schwartz	Chief Executive Officer and President	2025-06-27
0002018833-25-000002	101	B2B Plus Inc.	/s/ Colby Schlechter	Colby Schlechter	COO, Secretary, & Treasurer	2025-06-27
0002030069-25-000001	101	B Ventures Group LP	/s/ Kirk Carson	Kirk Carson	Authorized Signatory of the Issuer	2025-06-27
0001012975-25-000323	101	Chatham Investment Fund VI QP, L.P.	/s/ Brian G. Reynolds	Brian G. Reynolds	Sole shareholder of sole member of the General Partner	2025-06-27
0002074356-25-000002	101	Torch Opportunity II LLC - Investment Series 4	/s/ Jonathan Keidan	Jonathan Keidan	Managing Member of the Managing Member of the Issuer	2025-06-27
0002073696-25-000019	101	Equitybee 22-41235, a Series of Equitybee cFund Master LLC	Devin Rivera	Devin Rivera	Manager	2025-06-27
0002075127-25-000001	101	Oak Ridge Software Pty Ltd	/s/ Helena Josephine Gorter	Helena Josephine Gorter	Corporate Secretary	2025-06-27
0000950142-25-001709	101	Atlantic Park Strategic Capital Fund III (Offshore), L.P.	/s/ Kelly Pettit	Kelly Pettit	Authorized Signatory	2025-06-27
0000950142-25-001708	101	Atlantic Park Strategic Capital Fund III, L.P.	/s/ Kelly Pettit	Kelly Pettit	Authorized Signatory	2025-06-27
0002073696-25-000018	101	Equitybee 22-23819, a Series of Equitybee cFund Master LLC	Devin Rivera	Devin Rivera	Manager	2025-06-27
0002069891-25-000001	101	NIC Corporate Fund LP	/s/ Gregory Bernstein	Gregory Bernstein	Managing Member of the GPLLC	2025-06-27
0002074357-25-000002	101	Torch Opportunity II LLC - Investment Series 3	/s/ Jonathan Keidan	Jonathan Keidan	Managing Member of the Managing Member of the Issuer	2025-06-27
0002073696-25-000017	101	Equitybee 22-62831, a Series of Equitybee cFund Master LLC	Devin Rivera	Devin Rivera	Manager	2025-06-27
0001644549-25-000002	101	Global Event Partners LLC	/s/ Ian Pilgrim	Ian Pilgrim	Managing Member	2025-06-19
0002073696-25-000016	101	Equitybee 22-36657, a Series of Equitybee cFund Master LLC	Devin Rivera	Devin Rivera	Manager	2025-06-27
0002073696-25-000015	101	Equitybee 22-97033, a Series of Equitybee cFund Master LLC	Devin Rivera	Devin Rivera	Manager	2025-06-27
0002074417-25-000001	101	SRA Private Equity Portfolio VII (E&F) LP	JENNIFER TIRADO ZLOTO	JENNIFER TIRADO ZLOTO	CHIEF COMPLIANCE OFFICER	2025-06-27
0002074694-25-000002	101	Chariot Holding Company, LP	/s/ Delcho Ivanov	Delcho Ivanov	Manager of the general partner of Issuer	2025-06-26
0002074424-25-000001	101	SRA Private Equity Portfolio VII LP	JENNIFER TIRADO ZLOTO	JENNIFER TIRADO ZLOTO	CHIEF COMPLIANCE OFFICER	2025-06-27
0001012975-25-000322	101	Chatham Investment Fund VI A, L.P.	/s/ Brian G. Reynolds	Brian G. Reynolds	Sole shareholder of sole member of the General Partner	2025-06-27
0002051623-25-000001	101	Chingona Ventures III LP	/s/ Samara Mejia Hernandez	Samara Mejia Hernandez	Managing Director of the General Partner	2025-06-27
0002072508-25-000003	101	Rocket Slingshot Inc.	Edward Lawrence Janulis	Edward Lawrence Janulis	Chief Investment officer	2025-06-27
0002074684-25-000002	101	Chariot Capital, LP	/s/ Delcho Ivanov	Delcho Ivanov	Manager of the general partner of Issuer	2025-06-26
0002073696-25-000014	101	Equitybee 22-33572, a Series of Equitybee cFund Master LLC	Devin Rivera	Devin Rivera	Manager	2025-06-27
0002044828-25-000002	101	GIP Capital Solutions Feeder Fund III, L.P.	/s/ Gregg Myers	Gregg Myers	Manager of GP of Issuer	2025-06-27
0000950138-25-000014	101	Sagard Enhanced Property Fund A LP	/s/ Mark Hoopes	Mark Hoopes	Chief Compliance Officer of General Partner of Issuer	2025-06-27
0002073696-25-000013	101	Equitybee 22-12374, a Series of Equitybee cFund Master LLC	Devin Rivera	Devin Rivera	Manager	2025-06-27
0002044829-25-000002	101	GIP Capital Solutions Fund III, L.P.	/s/ Gregg Myers	Gregg Myers	Manager of GP of Issuer	2025-06-27
0000950142-25-001704	101	CB WE Fund, L.P.	/s/ Susanne V. Clark	Susanne V. Clark	Authorized Representative of the General Partner of the GP	2025-06-27
0002073696-25-000012	101	Equitybee 22-21563, a Series of Equitybee cFund Master LLC	Devin Rivera	Devin Rivera	Manager	2025-06-27
0002064322-25-000001	101	CB Offshore Equity Fund XI, LP	Michael Treisman	Michael Treisman	MGNG DIR. GC and CCO of SOLE MBR of GP of GP of Issuer	2025-06-27
0002069699-25-000020	101	Riverstyx Fund, LP	Benjamin Franklin	Benjamin Franklin	Manager	2025-06-27
0001673474-25-000002	101	Convexity Scientific Inc.	Stacie Bratcher	Stacie Bratcher	Chief Executive Officer	2025-06-27
0000950142-25-001703	101	Stellex Capital Partners III-A LP	/s/ Tony Braddock	Tony Braddock	Auth Sig of the GP of the GP of the Issuer	2025-06-27
0000950142-25-001702	101	Stellex Capital Partners III LP	/s/ Tony Braddock	Tony Braddock	Auth Sig of the GP of the GP of the Issuer	2025-06-27
0000950142-25-001701	101	Stellex Capital III Co-Invest LP	/s/ Tony Braddock	Tony Braddock	Auth Sig of the GP of the Issuer	2025-06-27
0002064193-25-000001	101	CB Equity Fund XI, LP	Michael Treisman	Michael Treisman	MGNG DIR. GC and CCO of SOLE MBR of GP of GP of Issuer	2025-06-27
0001104659-25-063623	101	Acurx Pharmaceuticals, Inc.	/s/ David P. Luci	David P. Luci	President and Chief Executive Officer	2025-06-27
0001940486-25-000006	101	National Diversified Fund 5, LLC	Byron Elliott	Byron J Elliott	Attorney	2025-06-27
0002052901-25-000005	101	Align Ventures Co-Invest Fund, LP	/s/ Ben Bryce	Ben Bryce	Manager of Align Ventures Co-Invest GP LLC	2025-06-27
0002074919-25-000001	101	TPG GP Solutions II (B), L.P.	/s/ Martin Davidson	Martin Davidson	Chief Accounting Officer of the General Partner of the GP	2025-06-27
0002074993-25-000001	101	DNX PARTNERS ANNEX JAPAN IV, LP	/s/ Michitaka Kitamura	Michitaka Kitamura	Manager of General Partner of General Partner	2025-06-27
0001104659-25-063618	101	Seaward Partners 1 L.P.	/s/ Thomas W. Courtney, Jr.	Thomas W. Courtney, Jr.	Executive Managing Member of General Partner	2025-06-27
0002067547-25-000005	101	Trending-Up Investments, LLC	Steven L. Salas	Steven L. Salas	President of Miramar Financial Group, Inc., its Manager	2025-06-27
0002072091-25-000001	101	HeadVantage Corp	Jay Hedley	Jay Hedley	Corporate Secretary	2025-06-27
0002074210-25-000001	101	TPG GP Solutions II (A), L.P.	/s/ Martin Davidson	Martin Davidson	Chief Accounting Officer of the General Partner of the GP	2025-06-27
0000950142-25-001699	101	Apollo Aligned Alternatives (C), L.P.	/s/ William B. Kuesel	William B. Kuesel	Vice President of the GP of the GP of the Issuer	2025-06-27
0001744094-25-000001	101	Condire Resource Offshore Partners, Ltd.	/s/ Ryan E. Schedler	Ryan E. Schedler	Managing Director of the Issuer's Investment Manager	2025-06-27
0000950142-25-001698	101	Apollo Aligned Alternatives (A), L.P.	/s/ William B. Kuesel	William B. Kuesel	Vice President of the GP of the GP of the Issuer	2025-06-27
0002028941-25-000002	101	OAC Evergreen I LLC	John Siverling	John Siverling	Managing Member	2025-06-27
0001104659-25-063600	101	OV5, L.P.	/s/ B. Marc Averitt	B. Marc Averitt	Managing Director of the General Partner	2025-06-27
0002073696-25-000011	101	Equitybee 22-65087, a Series of Equitybee cFund Master LLC	Devin Rivera	Devin Rivera	Manager	2025-06-27
0002074889-25-000001	101	Doliver Build to Suit II, LLC	Ralph McBride	Ralph McBride	President of Doliver Opportunity Group, LLC, general partner	2025-06-27
0002064189-25-000001	101	CB Equity Overage Fund XI, LP	Michael Treisman	Michael Treisman	MGNG DIR. GC and CCO of SOLE MBR of GP of GP of Issuer	2025-06-27
0002048266-25-000002	101	GIP Capital Solutions III Co-Investment Fund, L.P.	/s/ Gregg Myers	Gregg Myers	Chief Financial Officer of GP of GP of Issuer	2025-06-27
0002062936-25-000001	101	Macquarie Energy Transition Infrastructure Fund, L.P.	/s/ John H. Kim	John H. Kim	Secretary of the GP	2025-06-27
0001589995-25-000001	101	OFPP LLC	Marc Weiss	Marc Weiss	Manager of Manager, OFPP Management LLC	2025-06-25
0002073696-25-000010	101	Equitybee 22-67011, a Series of Equitybee cFund Master LLC	Devin Rivera	Devin Rivera	Manager	2025-06-27
0002037468-25-000002	101	AlphaSkew Fund, LP	ROLAND CHOW	ROLAND CHOW	MANAGING PARTNER	2025-06-27
0002074894-25-000001	101	CABU, Inc.	/s/ Nicholas Maxfield	NICHOLAS MAXFIELD	President	2025-06-27
0002073696-25-000009	101	Equitybee 22-43126, a Series of Equitybee cFund Master LLC	Devin Rivera	Devin Rivera	Manager	2025-06-27
0002065051-25-000001	101	METI TE Feeder, L.P.	/s/ John H. Kim	John H. Kim	Secretary of the GP	2025-06-27
0002064321-25-000001	101	CB Offshore Equity Overage Fund XI, LP	Michael Treisman	Michael Treisman	MGNG DIR. GC and CCO of SOLE MBR of GP of GP of Issuer	2025-06-27
0002067547-25-000004	101	Seven Ten Management, LLC	Steven L. Salas	Steven L. Salas	President of Miramar Financial Group, Inc., its Manager	2025-06-27
0002073696-25-000008	101	Equitybee 22-86119, a Series of Equitybee cFund Master LLC	Devin Rivera	Devin Rivera	Manager	2025-06-27
0001721222-25-000001	101	Belton Fund LP	John Rosacker	John Rosacker	Managing Member of Belton Capital LLC	2025-06-27
0002059673-25-000001	101	AVANT - EDGE F3, LP	/S/ JACOB NAGY	JACOB NAGY	MANAGING MEMBER OF THE GP OF THE ISSUER	2025-06-27
0000905148-25-002260	101	OWS Affirm Partnership Fund, Ltd.	Kurt Locher	Kurt Locher	Principal of the Investment Manager & Director of the Issuer	2025-06-27
