ACCESSIONNUMBER	SIGNATURE_SEQ_KEY	ISSUERNAME	SIGNATURENAME	NAMEOFSIGNER	SIGNATURETITLE	SIGNATUREDATE
0001470831-25-000240	101	Fireside Ventures Investment IFSC Fund IV	/S/ Amit Kulkarni	Amit Kulkarni	Manager of the Issuer	2025-09-30
0002043330-25-000002	101	TCW Steel City Rated Note Feeder LP	/s/ Zachary Edelman	Zachary Edelman	Senior Vice President	2025-09-30
0001465818-25-000009	101	A.G.P. Alternative Investment Fund VI LLC - Series 3	/s/ Zachary Grodko	Zachary Grodko	Mgr of the Managing Mbr, AGP Asset Manager LLC	2025-09-30
0002089142-25-000001	101	BH Regal Co-Invest LP	/s/ Pierre Schuurmans	Pierre Schuurmans	COO of GP of Issuer	2025-09-30
0001465818-25-000008	101	A.G.P. Alternative Investment QP Fund LLC - Series 3	/s/ Zachary Grodko	Zachary Grodko	Mgr of Managing Mbr, AGP Asset Manager LLC	2025-09-30
0001685860-25-000002	101	GBCap Fund, LP	/s/ Boris Grinberg	Boris Grinberg	Managing Member of the Issuer's General Partner	2025-09-30
0001895510-25-000004	101	FINYX FUND US LP	Roey Kosover	Roey Kosover	CEO of General Partner of the Issuer	2025-09-30
0001685756-25-000004	101	Potomac Capital Partners V, LP	/s/ Paul J. Solit	Paul J. Solit	Managing Member of the Issuer's General Partner	2025-09-30
0001814554-25-000129	101	Frens Capital L.P.	/s/ Christopher Abiaad	Christopher Abiaad	Manager of Issuer's General Partner	2025-09-30
0001921881-25-000002	101	Aragorn AI, Inc.	/s/Edward Adjei	Edward Adjei	Chief Executive Officer	2025-09-30
0001941703-25-000002	101	ISO-mts Capital Partners Offshore Ltd	/s/ Jon Rogers	Jon Rogers	Chief Compliance Officer	2025-09-30
0001012975-25-000587	101	Euphrates New Frontiers LP	/s/ Grant Felgenhauer	Grant Felgenhauer	Managing Member of the General Partner	2025-09-30
0002088222-25-000001	101	FRIENDS NIL FUND, LLC	/s/ John Fremont-Smith	John Fremont-Smith	Chief Executive Officer	2025-09-26
0001775178-25-000003	101	Stamus Networks, Inc.	Kevin Martin	Kevin Martin	CEO	2025-09-30
0002038838-25-000002	101	OMC Credit Fund LP	/s/ Neel Patel	Neel Patel	General Partner	2025-09-30
0001409158-25-000003	101	SE-Las Colinas	Roger Ken Coit	Roger Ken Coit	Manager of General Partner	2025-09-23
0000905729-25-000153	101	Town Doc, Inc.	/s/ Kristen Gough	Kristen Gough	President and CEO	2025-09-26
0002085643-25-000001	101	Cambridge PA I LLC	Nicholas Falker	Nicholas Falker	Manager of the Manager	2025-09-30
0001409162-25-000004	101	Sequoia Equities - Innsbrook Village Ltd	Roger Ken Coit	Roger Ken Coit	Manager of General Partner	2025-09-30
0001502145-25-000004	101	Tahoe Fund, L.P.	Ted Parkhill	Ted Parkhill	CEO, Incline Investment Management, LLC, General Partner	2025-09-30
0002088962-25-000001	101	BCB FX LTD	TARIEL TAVARTKILADZE	TARIEL TAVARTKILADZE	Director	2025-09-30
0002089072-25-000001	101	CoinNexusX LTD	JOSHUA MC GREG WASHINGTON	JOSHUA MC GREG WASHINGTON	Director	2025-09-30
0002087536-25-000002	101	Aquidneck Partners LP	/s/ Robert Straus	Robert D. Straus	Managing Member of the General Partner	2025-09-29
0001493152-25-016164	101	PA Direct Credit Opportunities Fund IV, L.P.	/s/ John M. Kyles	John M. Kyles	Managing Member of the General Partner	2025-09-30
0001493152-25-016162	101	PA Direct Credit Opportunities Fund IV (Offshore), L.P.	/s/ John M. Kyles	John M. Kyles	Managing Member of the General Partner	2025-09-30
0001493152-25-016156	101	Nine Left Capital Offshore Fund LP	/s/ Diane DeSanto	Diane DeSanto	CFO/CCO/COO of the Investment Manager	2025-09-30
0001493152-25-016153	101	Nine Left Capital Onshore Fund LP	/s/ Diane DeSanto	Diane DeSanto	CFO/CCO/COO of the Investment Manager	2025-09-30
0001996283-25-000005	101	IceCap Real Estate Debt Fund III, LLC	Joseph Oved	Joseph Oved	Chief Executive Officer	2025-09-29
0002085670-25-000001	101	NO-0828 Fund I, a series of MV Funds, LP	/s/ Abraham Wilson	Abraham Wilson	Authorized Person of the Agent of Issuer's GP	2025-09-29
0002085972-25-000001	101	ST-0831 Fund I, a series of MV Funds, LP	/s/ Abraham Wilson	Abraham Wilson	Authorized Person of the Agent of Issuer's GP	2025-09-29
0002086952-25-000002	101	Southern Energy Fund 5 LP	Rupesh R Shah	Rupesh R Shah	Managing Director of SEGP5,LLC, GP of Southern Energy Fund 5	2025-09-29
0002084102-25-000001	101	AE-0729 Fund IV, a series of Zachary Ginsburg Funds, LP	/s/ Abraham Wilson	Abraham Wilson	Authorized Person of the Agent of Issuer's GP	2025-09-29
0001929802-25-000010	101	Altus Secured Income Fund, LLC	Forrest Jinks	Forrest Jinks	CEO of Manager	2025-09-29
0002088524-25-000001	101	Industrial-VA-0813 Fund I, a series of AngelList Funds 2025, LP	/s/ Abraham Wilson	Abraham Wilson	Authorized Officer of the Agent of Issuer's GP	2025-09-29
0002089207-25-000001	101	FPG Ad Novo III, LP	Benjamin Holland	Benjamin Holland	Manager of the Manager of the Issuer and General Partner	2025-09-29
0002084151-25-000001	101	BI-0806 Fund II, a series of Harvest Ridge Capital Investments, LP	/s/ Abraham Wilson	Abraham Wilson	Authorized Officer of the Agent of Issuer's GP	2025-09-29
0001823255-25-000002	101	MAYFAIR GOLD CORP.	/S/ NICHOLAS CAMPBELL	NICHOLAS CAMPBELL	CHIEF EXECUTIVE OFFICER	2025-09-29
0002042514-25-000002	101	SH-1016 Fund I, a series of Tremis Capital, LP	/s/ Abraham Wilson	Abraham Wilson	Authorized Officer of the Agent of Issuer's GP	2025-09-29
0002082258-25-000001	101	ME-0529 Fund I, a series of Roll Up Vehicles, LP	/s/ Abraham Wilson	Abraham Wilson	Authorized Person of the Agent of Issuer's GP	2025-09-29
0002083611-25-000001	101	WA-0527 Fund I, a series of Roll Up Vehicles, LP	/s/ Abraham Wilson	Abraham Wilson	Authorized Person of the Agent of Issuer's GP	2025-09-29
0002088496-25-000001	101	IM-0711 Fund I, a series of Hyperlink Ventures, LP	/s/ Abraham Wilson	Abraham Wilson	Authorized Person of the Agent of Issuer's GP	2025-09-29
0002070425-25-000001	101	ER Institutional Fund VI LLC	Mark J. Seelig	Mark J. Seelig	Manager of Manager	2025-09-29
0002088851-25-000001	101	Alder Point Real Assets Fund LP	/s/Jessamine Fitzpatrick	Jessamine Fitzpatrick by her attorney in fact Brianna Richardson	Manager	2025-09-29
0002088779-25-000001	101	Rickhouse Fund RHC011, LLC	/s/ Timothy Michael McMullen	Timothy Michael McMullen	CEO of the Manager of the Issuer	2025-09-29
0002088151-25-000001	101	248 Central Avenue Investors, LLC	Rhett Bennett	Rhett Bennett	Manager of Manager of Issuer's Manager	2025-09-29
0002059521-25-000002	101	Diaspora, Inc	Maxwell Salzberg	Maxwell Salzberg	CEO	2025-09-29
0002088420-25-000001	101	FPA GLOBAL OPPORTUNITY FUND, L.P.	/s/ Eric R. Brown	Eric R. Brown	Chief Legal Officer of the GP of the GP	2025-09-29
0002086929-25-000001	101	HA-0829 Fund I, a series of JJ Fliegelman Funds, LP	/s/ Abraham Wilson	Abraham Wilson	Authorized Person of the Agent of Issuer's GP	2025-09-29
0002088332-25-000001	101	Lunr Capital, Inc.	/Andrew D. Cox/	Andrew D. Cox	Chief Executive Officer	2025-09-29
0002088513-25-000001	101	Rauch Capital Burst CLXX, a series of Rauch Capital Burst, LP	/s/ Abraham Wilson	Abraham Wilson	Authorized Officer of the Agent of Issuer's GP	2025-09-29
0002077638-25-000001	101	Satsuma Technology PLC	/s/ Henry K. Elder	Henry K. Elder	CEO	2025-09-24
0002072138-25-000001	101	Eagle Rock Multifamily Fund VI LLC	Mark J. Seelig	Mark J. Seelig	Manager of Manager	2025-09-29
0001988126-25-000002	101	GI DATA INFRASTRUCTURE EXECUTIVE FUND II LP	David A. Smolen	David A. Smolen	Managing Director of the GP of the GP of the Issuer	2025-09-29
0001170141-25-000005	101	nVoq Inc	Conrad A. McCarty	Conrad A. McCarty	Chief Financial Officer	2025-09-29
0001493152-25-016081	101	Microbot Medical Inc.	/s/ Rachel Vaknin	Rachel Vaknin	Chief Financial Officer	2025-09-29
0001883831-25-000004	101	OGH West Campus Partners, LP	Joshua W. Golden	Joshua W. Golden	EVP/General Counsel of Controlling Party of Issuer	2025-09-29
0002088367-25-000001	101	Frazier Fund '25, LP	David Frazier	David Frazier	Member of the General Partner of the Issuer	2025-09-29
0002076609-25-000002	101	WWH GROUP INC.	THOMAS DASTRUP	M. THOMAS DASTRUP	CEO	2025-09-29
0002088648-25-000001	101	MSR Highland 23 Fund LP	Shae Armstrong	Shae Armstrong	attorney-in-fact	2025-09-29
0002088108-25-000001	101	Landlord Tech, Inc.	Logan Miller	Logan Miller	Chief Executive Officer	2025-09-29
0002088348-25-000001	101	Aptera Capital Onshore Fund LP	Ted Bealin	Ted Bealin	Managing Member of Aptera Capital GP LLC	2025-09-29
0002089200-25-000001	101	Summerlin Fund I LLC	Michael Fugler	Michael Fugler	Limited Acting Corporate Secretary	2025-09-29
0001897766-25-000004	101	Voxel Labs Inc.	/Vernon O'Donnell/	Vernon O'Donnell	Chief Executive Officer	2025-09-29
0002088636-25-000001	101	Lawnfield Investments LP	Steven Buchholz	Steven Buchholz	Chief Compliance Officer of the Manager of the Issuer	2025-09-29
0002081140-25-000002	101	Curate Capital Fund II LP	/Carrie Colbert/	Carrie Colbert	Managing General Partner	2025-09-29
0002088607-25-000001	101	360 ONE Global Investment Fund 3	Amit Garg	Amit Garg	Director	2025-09-29
0001231919-25-000256	101	Invictus November, L.P.	/s/John DeLoche	John DeLoche	Managing Director of the General Partner	2025-09-29
0002082003-25-000001	101	GY-0626 Fund I, a series of Roll Up Vehicles, LP	/s/ Abraham Wilson	Abraham Wilson	Authorized Officer of the Agent of Issuer's GP	2025-09-29
0002088509-25-000001	101	Stellar Capital Investments Burst XVII, a series of Stellar Capital Investments, LP	/s/ Abraham Wilson	Abraham Wilson	Authorized Officer of the Agent of Issuer's GP	2025-09-29
0002087180-25-000001	101	AR-0504 Fund II, a series of Schroeder Investments, LP	/s/ Abraham Wilson	Abraham Wilson	Authorized Person of the Agent of Issuer's GP	2025-09-29
0002086948-25-000001	101	RE-0903 Fund I, a series of Charge Ventures AL Syndicate, LP	/s/ Abraham Wilson	Abraham Wilson	Authorized Person of the Agent of Issuer's GP	2025-09-29
0002088200-25-000001	101	Health-EV-0905 Fund II, a series of AngelList Funds 2025, LP	/s/ Abraham Wilson	Abraham Wilson	Authorized Person of the Agent of Issuer's GP	2025-09-29
0002086910-25-000001	101	Nebular Fund II, LP	/s/ Finn Murphy	Finn Murphy	Manager of the Issuer	2025-09-29
0002084851-25-000001	101	270 Growth Partners III SPV, LP	Samantha Beattie	Samantha Beattie	Executive Director	2025-09-29
0002060993-25-000002	101	Castle Island Ventures IV, L.P.	/s/ Matthew Walsh	Matthew Walsh	Managing Member of the GP of the Issuer	2025-09-29
0002088840-25-000001	101	GC Customer Value Fund Feeder, L.P.	Christopher McCain	Christopher McCain	Chief Legal Officer of the GP of the Issuer's GP	2025-09-29
0002089180-25-000001	101	Acadian Ventures Fund III, LP	/s/ Jason Corsello	Jason Corsello	Managing Member of the General Partner of the Issuer	2025-09-29
0001904161-25-000002	101	Adolore Biotherapeutics, Inc.	/s/ Roelof Rongen	Roelof Rongen	CEO	2025-09-29
0001953749-25-000002	101	Tenere Liquid Opportunities Fund, L.P.	/s/ Jeffrey Sarrett	Jeffrey Sarrett	CCO and CFO of the Investment Manager of the Issuer	2025-09-29
0000947871-25-000865	101	BG BorderPlex SPV, L.P.	/s/ Christina Fok	Christina Fok	Chief Financial Officer	2025-09-29
0002088128-25-000001	101	BDT & MSD Real Estate Credit Opportunity Fund III Feeder, L.P.	Robert K. Simonds	Robert K. Simonds	Authorized Signatory	2025-09-29
0002068282-25-000001	101	LXXVII US Investor, LP	/s/ Janet LePage	Janet LePage	Manager of General Partner	2025-09-29
0002088320-25-000001	101	GSP StubHub Access Fund LLC	/s/ Erik Oros	Erik Oros	Chief Investment Officer	2025-09-29
0002086941-25-000001	101	Havenly Newton Member LLC	Reid Marks	Reid Marks	CEO of Manager of Issuer	2025-09-19
0000905729-25-000152	101	Hantz Ventures - SPV I LLC	/s/ Antonio Andre Natale	Antonio Andre Natale	President	2025-09-23
0002055827-25-000003	101	BDT & MSD Real Estate Credit Opportunity Fund III, L.P.	Robert K. Simonds	Robert K. Simonds	Authorized Signatory	2025-09-29
0000950142-25-002559	101	Marked Tree W&B Co-Invest, LP	/s/ Samuel A. Thompson IV	Samuel A. Thompson IV	Authorized Person	2025-09-29
0001493152-25-016047	101	Crypto Co	/s/ Ronald Levy	RONALD LEVY	CEO, Interim CFO & Secretary	2025-09-29
0000950142-25-002558	101	Oak Hill Capital Partners VII (TE 892), L.P.	/s/ Allan I. Kahn	Allan I. Kahn	Secretary and Counsel of the Ultimate GP of the Issuer	2025-09-29
0000950142-25-002557	101	Oak Hill Capital Partners VII (Onshore), L.P.	/s/ Allan I. Kahn	Allan I. Kahn	Secretary and Counsel of the Ultimate GP of the Issuer	2025-09-29
0001838623-25-000002	101	Tenere Capital Fund (Onshore), LP	/s/ Jeffrey Sarrett	Jeffrey Sarrett	CFO and CCO of the Investment Manager of the Issuer	2025-09-29
0000950142-25-002556	101	Oak Hill Capital Partners VII (Offshore), L.P.	/s/ Allan I. Kahn	Allan I. Kahn	Secretary and Counsel of the Ultimate GP of the Issuer	2025-09-29
0000950142-25-002555	101	Oak Hill Capital Partners VII (Management) L.P.	/s/ Allan I. Kahn	Allan I. Kahn	Secretary and Counsel of the Ultimate GP of the Issuer	2025-09-29
0002087930-25-000001	101	Catchment Capital Forge Co-Invest Fund, L.P.	Alexander Mark Rose	Alexander Mark Rose	Managing Member of the GP of the Issuer's GP	2025-09-29
0002087034-25-000001	101	OrbiMed Asia Partners VI, L.P.	/s/ W. Carter Neild	W. Carter Neild	Director of the GPLTD	2025-09-29
0001231919-25-000254	101	Quantic Holdings, Inc.	/s/William Fisher	William Fisher	Chief Executive Officer	2025-09-22
0002087044-25-000001	101	Havenly Newton LLC	Reid Marks	Reid Marks	CEO of Manager of Issuer	2025-09-19
0002087033-25-000001	101	OrbiMed Private Investments X, LP	/s/ W. Carter Neild	W. Carter Neild	Member of OrbiMed Advisors	2025-09-29
0000950142-25-002553	101	Apollo Asset-Backed Fund Co-Investors (A), L.P.	/s/ William B. Kuesel	William B. Kuesel	Executive Officer of the General Partner of the Issuer	2025-09-29
0000950142-25-002552	101	Apollo Asset-Backed Finance Overseas Fund, L.P.	/s/ William B. Kuesel	William B. Kuesel	Executive Officer of the GP of the GP of the Issuer	2025-09-29
0002086466-25-000001	101	Initialized VII Associates L.P.	/s/ Livingston Miller	Livingston Miller	General Counsel of the General Partner	2025-09-29
0000950142-25-002551	101	Apollo Asset-Backed Finance Fund, L.P.	/s/ William B. Kuesel	William B. Kuesel	Executive Officer of the GP of the GP	2025-09-29
0002088364-25-000002	101	Lazarus Fund LLC	Robert Chen	Robert Chen	Executive Officer	2025-09-29
0001838661-25-000002	101	Tenere Capital Fund (Offshore), LP	/s/ Jeffrey Sarrett	Jeffrey Sarrett	CFO and CCO of the Investment Manager of the Issuer	2025-09-29
0001231919-25-000253	101	Pedago Holdings, Inc.	/s/William Fisher	William Fisher	President	2025-09-22
0002084823-25-000001	101	214 Kirby TH LLC	Jackson Russell	Jackson Russell	corporate Secretary	2025-09-29
0001993435-25-000004	101	Banyan Group RE Fund LLC Series 2	Luke Adrian	Luke Adrian	Mgr. of Banyan Group RE Fund Manager II LLC, Mgr. of Issuer	2025-09-29
0002043516-25-000005	101	TEITF VANCOUVER FEE OWNER, LLC	Robert Kantor	Robert Kantor	Manager	2025-09-29
0002052258-25-000002	101	Eclipse SPV XXII, L.P.	/s/ Lior Susan	Lior Susan	Managing Member of the General Partner	2025-09-29
0002086432-25-000001	101	Initialized VII L.P.	/s/ Livingston Miller	Livingston Miller	General Counsel of the General Partner	2025-09-29
0000905729-25-000151	101	TXC Great Lakes Fund, LP	/s/ Ryan Essenburg	Ryan Essenburg	President	2025-09-29
0002088909-25-000001	101	HDD Enterprises, LLC	/s/ Dennis John Donovan	Dennis John Donovan	Managing Member	2025-09-29
0002089049-25-000001	101	FlyTahoe Inc.	/s/ Ryan Meinzer	Ryan Meinzer	Chief Executive Officer	2025-09-29
0001708451-25-000004	101	Avondale Private Lending LLC	John Spears	John Spears	CEO of Avondale Investment Management LLC, Manager	2025-09-29
0002088253-25-000001	101	Ninja Franchising, Inc.	Richard Knight	Richard Knight	Chief Executive Officer	2025-09-29
0002087536-25-000001	101	Aquidneck Partners LP	/s/ Robert D. Straus	Robert D. Straus	Managing Member of the General Partner	2025-09-29
0002086501-25-000001	101	EggNest.ai, Inc.	/s/ Robert Eggebrecht	Robert Eggebrecht	Chief Executive Officer	2025-09-29
0001864394-25-000002	101	Wasabi Holding, Inc.	/s/ David Friend	David Friend	President	2025-09-29
0002076557-25-000003	101	Apollo Debt Solutions BDC Offshore Fund, L.P.	/s/ William Kuesel	William Kuesel	Vice President of the General Partner of the GP	2025-09-29
0002048954-25-000003	101	BSP Levered US SOF III (Senior Secured Opportunities) Fund L.P.	BRYAN MARTOKEN	BRYAN MARTOKEN	CHIEF FINANCIAL OFFICER OF THE GP OF THE GP OF THE ISSUER	2025-09-29
0000945621-25-000881	101	Private Shares Opportunity Fund LLC - Series G	/s/ Kevin Moss	Kevin Moss	Managing Member	2025-09-29
0002079798-25-000001	101	EquityZen Growth Technology Fund II LLC - Series 30	Phil Haslett	Phil Haslett	Manager Representative of Issuer's Manager	2025-09-29
0002089143-25-000001	101	FANNIN ESTATES INVESTORS LLC	Urvish K Patel	Urvish K Patel	Chief Executive Officer	2025-09-29
0000868217-25-000002	101	North Campus Office Associates, L.P.	/s/ Mike Hogan	Mike Hogan	President of the General Partner of the Issuer	2025-09-29
0000945621-25-000880	101	Salica Growth Debt Fund II SCSp	/s/ Luc Regent	Luc Regent	Class B Manager	2025-09-29
0000905148-25-003438	101	BBQ Holding, LLC	Stephen Lebowitz	Stephen Lebowitz	Manager of the Issuer	2025-09-29
0002022553-25-000002	101	Incline III Aviation Feeder 2 Limited Partnership	Takeshi Saeki	Takeshi Saeki	Director of the General Partner of the Issuer	2025-09-29
0002022552-25-000002	101	Incline III Aviation Feeder 1 Limited Partnership	Takeshi Saeki	Takeshi Saeki	Director of the General Partner of the Issuer	2025-09-29
0002036986-25-000002	101	humbition II, LLC	Steven Rubin	Steven Rubin	Manager of the Manager of the Issuer	2025-09-29
0002089075-25-000001	101	Fein Macro LP	/s/ Lance Feinman	Lance Feinman	Manager of the General Partner, Fein Macro GP LLC	2025-09-29
0002037176-25-000002	101	OVAL PARK SPV LEMU1 LLC	/s/ Justin Wright-Eakes	Justin Wright-Eakes	Manager	2025-09-29
0002008421-25-000003	101	Turner Ridge Partners LP	Pratik Sharma	Pratik Sharma	Principal of the General Partner	2025-09-29
0001953175-25-000003	101	BT Select Fund V, LP	Pratik Sharma	Pratik Sharma	Principal of the General Partner	2025-09-29
0001773822-25-000004	101	Actualize Fund LP	Tal Schwartz	Tal Schwartz	Managing Member of Actualize Capital LLC	2025-09-29
0002085130-25-000001	101	INFINITY CT FUND, LLC	Jeff Vale	Jeff Vale	Manager	2025-09-22
0001952997-25-000003	101	MV Phase II Partners LP	Pratik Sharma	Pratik Sharma	Principal of the General Partner	2025-09-29
0001885903-25-000003	101	Centro Partners LP	Pratik Sharma	Pratik Sharma	Principal of the General Partner, Centro Partners GP LLC	2025-09-29
0001461023-25-000003	101	Drawbridge Special Opportunities Offshore Fund Ltd.	Marc Furstein	Marc Furstein	Vice Chairman of the Investment Adviser	2025-09-29
0002087135-25-000001	101	Autopilot Horizon IX-A LLC	/s/ Maximilian Friedrich	Maximilian Friedrich	Manager of the Manager of the Issuer	2025-09-29
0002078240-25-000002	101	Horizon 8 Property Management I, LLC	Xavier Edokpa by CH, POA	Xavier Edokpa	Manager of Horizon 8, LLC, Manager of Issuer	2025-09-29
0002062348-25-000002	101	ARES PRIVATE EQUITY SECONDARIES I CO-INVESTMENT FUND LP	Matthew Jill	Matthew Jill	VP of the Managing Member of the GP of the GP of the Issuer	2025-09-29
0001231919-25-000252	101	270 Healthcare Growth Fund I (LUX) SCSp-RAIF	/s/ Samantha Beattie	Samantha Beattie	Executive Director of J.P. Morgan Investment Management Inc.	2025-09-29
