company_name,industry,website,city,state,zip_code,phone,year_incorporated,company_age_years,executive_officers,board_directors,total_funding,latest_funding_amount,latest_funding_stage,latest_funding_date,Total Approvals,Total Denials,Approval_Rate,median_salary_offered,top_job_titles_sponsored
27 CAR WASH HOLDINGS LLC,Investing,,NEW YORK,NY,10036,(212) 750-6400,2021.0,4.0,,"John J. Ross, II",5000000.0,5000000.0,Seed,2021-05-27,,,,,
270 LINCOLN APARTMENTS LLC,Other,,AUSTIN,TX,78731,(949) 296-7502,2021.0,4.0,"Mark Hentemann, Matthew Ross, Nick Ameluxen",,,,,,,,,,
2700 ATLANTA LLC,Other,,MOUNTAIN VIEW,CA,94040,(408) 582-2774,2025.0,0.0,"Keyur Shah, Manoj Devnani",,,,,,,,,,
2701 BELLFORT LP,Other,,SAN ANTONIO,TX,78230,(949) 296-7502,2023.0,2.0,"Arleen Garza, Jacob Garza",,,,,,,,,,
280 CAPMARKETS LLC,Other Banking and Financial Services,280capmarkets.com,SAN FRANCISCO,CA,94105,(415) 710-2015,2016.0,9.0,"David Rudd, David S. Rudd, Gurinder Ahluwalia, Gurinder S. Ahluwalia, Tom Lockard, Tom S. Lockard",,27500000.0,5000000.0,Pre-Seed,2019-12-10,,,,,
280 GROUP LLC,Other,280group.com,LOS GATOS,CA,95030,(646) 591-2100,2018.0,7.0,,Rina Vernovskaya,1500000.0,1500000.0,Pre-Seed,2018-08-21,,,,,
29TH STREET FINANCIAL ASSET FINANCING II LP,Other Banking and Financial Services,,IRVINE,CA,92618,(949) 398-8088,2014.0,11.0,"Alan O'Brien, Jason Lee, Robert Bollhofer, Stanley Beraznik",,,,,,,,,,
2A BIOSCIENCES INC,Pharmaceuticals,,SANTA MONICA,CA,90405,(917) 757-1051,2022.0,3.0,"Alexander Speiser, Charles David Nichols, David Earl Nichols, Gene Bradley Ramirez, Timothy Paul Foster",Gopal Paul Das,10000000.0,5500000.0,Seed,2023-03-01,,,,,
2B TECHNOLOGIES INC,Other Technology,2b.com,SAN FRANCISCO,CA,94108,(510) 214-3476,2022.0,3.0,Evan Leung,"Andrew Chan, Scott Woodside",3000000.0,3000000.0,Pre-Seed,2022-11-29,,,,,
2BE LIVE CORP,Other,2be-live.com,CARLSBAD,CA,92011,(917) 251-5332,2019.0,6.0,"Antonio Marcio Curi, Michel Eberhardt",,1000000.0,1000000.0,Pre-Seed,2019-04-01,,,,,
2C TECH CORP,Other Health Care,2c.com,IRVINE,CA,92618,(949) 420-0806,,,"IRVING ROBERT ARMSTRONG, JAMES TAYLOR, ROBERT ROBERT SHIMIZU","AKITERU FURUKAWA, CLAUDE BENEDICT, FRANK ROBERT CHEN, JEFFREY OLSON, NARESH MANDAVA, RAMGOPAL RAO",11000000.0,5000000.0,Pre-Seed,2019-01-28,,,,,
2D2C INC,Other Technology,2d2c.com,LINCOLNSHIRE,IL,60069,(847) 543-0980,,,"Paul E. Schulz, Steven E. Montgomery","Fredrick E. Streicher, Gregory E. Baker, Jeff E. Kost, John E. Bitzer III, Tom E. Latanision",2516990.0,1000000.0,Pre-Seed,2016-08-17,,,,,
2FUEL TECHNOLOGIES INC,Other Technology,2fueltechnologies.com,CANYON LAKE,TX,78113,(210) 846-6182,2015.0,10.0,"Bruce Garner, Michael Laplante","Feizhen Lu, Li Tang, Martin Heppner",5000000.0,2000000.0,Pre-Seed,2016-12-07,,,,,
2GHEALTH INC,Other Health Care,,New York,NY,10018,(888) 818-2059,2021.0,4.0,"Julius Bruch, Julius Daniel Mathias Bruch","George Ribaroff, Ian Chiang, Joel Salinas",18609246.0,10443495.0,Series A,2025-06-16,,,,,
2MORROW INC,Other Technology,2morrow.com,Kirkland,WA,98034,(833) 344-8425,,,"Brandon Masterson, Jo Masterson","Eric Larsen, John Koster",3348028.0,3348028.0,Seed,2021-03-31,,,,,
2ND WATCH HOLDING COMPANY INC,Other Technology,,LIBERTY LAKE,WA,99019,(888) 317-7920,2019.0,6.0,"DOUGLAS SCHNEIDER, KELL BODHOLT, SCOTT PARRISH","JASON WEAVER BOOMA, JUSTIN WEAVER LILLEY, MATT WEAVER MCILWAIN, NIKHIL OOMMEN JACOB EAPEN, STEPHEN GEOFFREY MILLER",170983423.0,11650000.0,Series A,2020-06-30,,,,,
2ND WATCH INC,Other Technology,2ndwatch.com,LIBERTY LAKE,WA,99019,(509) 994-4682,2010.0,15.0,"DOUG SCHNEIDER, JEFF ADEN, KELL E. BODHOLT, KRIS S. BLIESNER, SCOTT E. PARRISH","JASON BOOMA, JUSTIN JASCHKE, MATTHEW S. MCILWAIN",29350684.0,19350682.0,Series B,2017-02-24,,,,,
2NDKITCHEN INC,Other Technology,2ndkitchen.com,CHICAGO,IL,60654,(312) 312-5080,2018.0,7.0,NICOLAS ANASTASIADES,"ARIEL GAISLER, IRA WEISS, JONATHAN ELRON",4345000.0,3000000.0,Seed,2019-09-27,,,,,
2NDNATURE SOFTWARE INC,Other,2ndnaturesoftware.com,SANTA CRUZ,CA,95062,(650) 759-2353,,,Nicole Beck,"Jason Yoho, SJ Camarata, Spencer Ryono",5150000.0,5150000.0,Series A,2021-06-11,,,,,
2SEVENTY BIO INC,Biotechnology,2seventybio.com,CAMBRIDGE,MA,2142,(339) 499-9300,2021.0,4.0,"Nick Leschly, Nicola Heffron, Philip D. Gregory, William D. Baird","Denice R. Torres, Marcela V. Maus, Ramy R. Ibrahim, Sarah JS Glickman, William R. Sellers",170000009.0,170000009.0,Series D+,2022-03-17,,,,,
3 COOL CATS LLC,Other,,NEW YORK,NY,10011,(646) 334-6229,2018.0,7.0,Rocco Gabriel Venneri,,1000000.0,1000000.0,Pre-Seed,2019-12-26,,,,,
3 EGGPLANTS LTD LIABILITY CO,Other,,NEW YORK,NY,10036,(212) 510-8564,2017.0,8.0,Joey Parnes,,3900000.0,3900000.0,Seed,2017-08-16,,,,,
3 VICTORS INC,Other Technology,,PLANO,TX,75024,(972) 755-4008,2020.0,5.0,"Bo O. Nottingham, Richard O. Seaney",Graeme O. Wallace,5000000.0,5000000.0,Seed,2020-02-27,,,,,
3-V BIOSCIENCES INC,Biotechnology,,Menlo Park,CA,94025,(650) 320-1760,,,"Dennis Jason Hom, George Kemble, Merdad Parsey, Rekha Hemrajani","Beth Seidenberg, David Mott, Gordon Ringold, James Young, Jason Fuller, Merdad Parsey, Richard Rodgers, Xufang Jason Duan",89197382.0,42197382.0,Series B,2019-02-12,,,,,
30 60 90 CORP,Other,30-60-90.com,SEATTLE,WA,98109,(206) 686-7711,2015.0,10.0,"John SanGiovanni, Sean B House, Susan B Sigl","Sarah B Imbach, Tim B Young",2639958.0,2639958.0,Seed,2017-05-09,,,,,
30 PARK PLACE EB-5 LENDERS LLC,Other,,NEW YORK,NY,10007,(212) 312-9203,2013.0,12.0,"Jonathan W. Knipe, Larry A. Silverstein, Leor W. Siri, Martin S. Burger, Melvin S. Kupperman",,250000000.0,250000000.0,Pre-Seed,2014-08-28,,,,,
3001 ARROYO LLC,Other,,VICTORIA,TX,77904,(361) 575-7653,2023.0,2.0,Brian H. Ferguson,,2532000.0,2532000.0,Pre-Seed,2024-01-23,,,,,
301 ORGANICS,Environmental Services,301organics.com,ACTON,CA,93510,(626) 786-5947,,,Christine Lenches-Hinkel,"Craig Wylder Coker, Dan Wylder Noble",4000000.0,4000000.0,Pre-Seed,2013-12-19,,,,,
301 PRADO GROUP LLC,Other,,SAN LUIS OBISPO,CA,93401,(805) 215-9547,2019.0,6.0,,"David Sansone, LLC 301 Manager",7500000.0,7500000.0,Series A,2019-09-30,,,,,
303 HOLDINGS INC,Other Technology,303-holdings.com,PALO ALTO,CA,94301,(847) 922-4337,2017.0,8.0,"CHARLES OLSON, ERIC LAX, STEVE GROSSMAN","BRADY BOHRMANN, KATHLEEN UTECHT",11834136.0,8603337.0,Series A,2019-06-19,,,,,
3030 ELIZABETH LLC,Other,,COLLEYVILLE,TX,76034,(949) 296-7502,2021.0,4.0,"Alan Stewart, Allyn Hoang, Brad Sumrok, Kenneth Le",,16500000.0,16500000.0,Series B,2021-07-29,,,,,
3030 LABS INC,Other,3030labs.com,SAN FRANCISCO,CA,94114,(847) 828-8229,2023.0,2.0,"Austin Petersmith, David Newman",,5432499.0,5432499.0,Seed,2024-06-12,,,,,
305 FITNESS INC,Other,305-fitness.com,NEW YORK,NY,10011,(212) 475-0425,2012.0,13.0,"Benjamin Kurzban, Ira Kurzban, Sadie Kurzban, Samuel Karshenboym","Derek Flanzraich, Sarah Foley",16550000.0,8000000.0,Series A,2019-11-22,,,,,
305 KENNETH WELCH FUND LLC,Other,,BOSTON,MA,2110,(617) 391-3590,2022.0,3.0,"James M. Alden, Jeffrey M. Harper, Peter R. Carbone III, Scott R. Tully, Shawn M. Hawthorne",,2264492.0,2264492.0,Seed,2022-12-28,,,,,
317 LABS INC,Other Technology,317labs.com,Los Angeles,CA,90064,(818) 522-6841,2017.0,8.0,"Brian Zatulove, Zachary Wise","Murat Bicer, Omar Hamoui, Sabri Murat Bicer",83236982.0,76499968.0,Series C,2021-01-19,2.0,0.0,100.0,171400.0,['Senior Engineer']
32 BIOSCIENCES INC,Biotechnology,32biosciences.com,ILLINOIS,IL,60064,18479225332,2023.0,2.0,Peter Farmakis,"Brian Yoor, Eugene C. Chang, Jaime Contreras, John C. Alverdy, Joseph Francis Pierre",6000000.0,6000000.0,Pre-Seed,2024-05-21,,,,,
325 BOWERY INC,Other Technology,,SANTA MONICA,CA,90405,(000) 000-0000,2017.0,8.0,"Aaron B. Telch, Aaron Telch, Lawrence Haertel","Collin B. Eckles, Fernando B. Gentil Jr.",11808500.0,7948500.0,Pre-Seed,2022-10-11,,,,,
328 BEDFORD CREEK LP,Investing,,ADDISON,TX,75001,(972) 331-6881,2016.0,9.0,"Carlos P Vaz, Stewart S Hsu",,5660000.0,5660000.0,Seed,2016-10-13,,,,,
3288 POLK INVESTOR LLC,Investing,,RICHARDSON,TX,75080,(469) 916-7700,2023.0,2.0,Cooper Wagner,Cole Jones,2025000.0,2025000.0,Pre-Seed,2023-10-05,,,,,
32HEALTH INC,Other Technology,32health.com,CHESTNUT HILL,MA,2467,(781) 738-6116,2022.0,3.0,"Deepak Ramaswamy, Shaju Puthussery",Rohan Malhotra,20030000.0,20030000.0,Series B,2024-11-27,,,,,
3500 RIVERSIDE LLC,Other,,DALLAS,TX,75243,(949) 296-7502,2017.0,8.0,Siva Palchuru,,,,,,,,,,
36 BTR LP,Other,,SAN ANTONIO,TX,78230,(949) 296-7502,2022.0,3.0,"Arleen Garza, Jacob Garza",Rebecca Treanor,,,,,,,,,
360 HOLDINGS I CORP,Manufacturing,,NEW YORK,NY,10103,(212) 644-5900,2015.0,10.0,"Adam L. Gromfin, Alexandre L. Mehfar, Barbara L. Burns, Christopher L. Basham, James L. Ho, Jan-Eric L. Kloth, Kirk L. McLean, Lawrence L. Tenebaum, Martin C. Eltrich, III, Michael L. Roberts, Steven E. DeCillis, II",Gregory L. Delaney,326511285.0,25000000.0,Series B,2019-01-18,,,,,
360 MANAGEMENT GROUP INC,Other,,VAN NUYS,CA,91406,(866) 437-6445,2016.0,9.0,"David Separzadeh, Michael Pietrzak, Michael Separzadeh",,2000000.0,2000000.0,Pre-Seed,2016-03-17,,,,,
360 MINING INC,Other,360-mining.com,AUSTIN,TX,78703-1421,(310) 415-3952,2021.0,4.0,Christopher Alfano,,13591264.0,13591264.0,Series A,2022-12-08,,,,,
360 SERVICES LLC,Other Technology,360.com,BUFFALO,NY,82834,(805) 284-6984,2020.0,5.0,Todd Paul Kulkin,,,,,,,,,,
360 SERVICES ORGANIZATION LLC,Other Health Care,,ROCHESTER,NY,14625,(585) 922-7272,,,Jeff Peacock,"Frank Salamone, Hugh Thomas, Jeff Fink, Karl Michalko, Todd Stein",1200000.0,1200000.0,Pre-Seed,2021-04-12,,,,,
37 BAKING HOLDINGS LLC,Other,,CHICAGO,IL,60632,(773) 523-2333,2022.0,3.0,"Haq Nawaz Chaudary, Jonathan Q. Dries",,9000000.0,9000000.0,Seed,2022-04-22,,,,,
37-11 HOTEL LENDER LLC,Other,,FRESH MEADOWS,NY,11365,(212) 209-3395,2020.0,5.0,,"David Marx, Manager, LLC 37-11 EB-5",98400000.0,98400000.0,Series C,2022-07-18,,,,,
37-11 LENDER LLC,Other,,FLUSHING,NY,11365,(718) 380-8882,2016.0,9.0,David Emanuel Marx,,66000000.0,66000000.0,Pre-Seed,2018-01-18,,,,,
3708 EB-5 FUND LLC,Other,,CORONA,NY,11368,(718) 397-8800,2024.0,1.0,Jiashu Xu,,,,,,,,,,
3840 WILSON RD LLC,Other,,AUSTIN,TX,78731,(949) 296-7502,2024.0,1.0,"Aubrey Tatarowicz, Benedict Franklin, Gulshan Oberoi, Myriem Mhirit",,,,,,,,,,
39 STEPS NY LLC,Other,39stepsny.com,NEW YORK,NY,10032,(212) 759-9701,2013.0,12.0,Douglas Denoff,,1200000.0,1200000.0,Pre-Seed,2014-04-23,,,,,
396 ARBOR CREEK LP,Investing,,ADDISON,TX,75001,(972) 331-6881,2016.0,9.0,"Carlos P Viz, Stewart S Hsu",,7500000.0,7500000.0,Pre-Seed,2016-12-02,,,,,
398 CEDAR HILL FUND LLC,Other,,Boston,MA,2110,(617) 391-3590,2023.0,2.0,Jeffrey Theobald,,4789868.0,4789868.0,Seed,2024-01-04,,,,,
3ACT SLIDE LLC,Other,3actslide.com,WILLIAMSTOWN,MA,1267,(413) 281-7632,2014.0,11.0,"Christianna Abel, David Armet",,2000000.0,2000000.0,Pre-Seed,2018-05-31,,,,,
3AM INNOVATIONS INC,Other Technology,3am-innovations.com,Buffalo,NY,14203,(716) 249-4711,2015.0,10.0,"Katie J. Sullivan, Mel J. Passarelli, Patrick J. O'Connor, Patrick O'Connor, Ryan J. Litt, Ryan Litt, Tom Dalfonso","Daniel J. DiPofi, David Bovenzi, David Brown, Mel Passarelli, Tom J. Rossi, Tom Rossi",17000000.0,5000000.0,Pre-Seed,2025-01-13,,,,,
3AM INNOVATIONS LLC,Other Technology,3am-innovations.com,BUFFALO,NY,14203,(716) 249-4711,2015.0,10.0,"Patrick O'Connor, Ryan Litt, Tom Dalfonso",,1500000.0,1500000.0,Pre-Seed,2019-07-24,,,,,
3AXISDATA LLC,Other Technology,3axisdata.com,AUSTIN,TX,78746,(360) 907-4182,2016.0,9.0,"Michael Gray, Patrick Gray, Richard Seger, Stephen Sedaker",John Doherty,1000000.0,1000000.0,Pre-Seed,2017-02-02,,,,,
3BALL USA INC,Other,3ballusa.com,BELMONT,CA,94002,(415) 710-4640,2015.0,10.0,"Kenneth Marciano, Michael Wranovics, Richard Mayerson, Thaddeus Taube",,2499999.0,2499999.0,Seed,2018-01-11,,,,,
3D BIO HOLDINGS INC,Biotechnology,,Brooklyn,NY,11237,(212) 922-9225,2014.0,11.0,Daniel L. Cohen,"Harlan F. Weisman, Matthew A. Fitzpatrick, Michael G. Bator",15000000.0,15000000.0,Series A,2019-02-05,,,,,
3D BIO HOLDINGS LLC,Biotechnology,3dbio.com,Brooklyn,NY,11237,(212) 922-9225,2014.0,11.0,"DANIEL L. COHEN, Daniel L. Cohen","HARLAN F. WEISMAN, Harlan F. Weisman, MATTHEW A. FITZPATRICK, MICHAEL G. BATOR, Matthew A. Fitzpatrick, Michael G. Bator",7500000.0,2500000.0,Seed,2017-06-30,,,,,
3D DATA LTD,Other Technology,3d-data.com,QUINCY,MA,2170,(617) 391-0192,2013.0,12.0,"Christopher Fitzhugh, Matthew Cabrera",,2500000.0,2500000.0,Pre-Seed,2015-02-13,,,,,
3D HUBS INC,Other Technology,3dhubs.com,NEW YORK,NY,10017,13479668024,2014.0,11.0,"Abram (Gerhard Julius) de Zwart, Abram Gerhard Julius de Zwart, Brian (Garret) Schuur, Brian Garret Schuur","Filemon (Garret) Schoffer, James (Garret) Wise, Ted (Garret) Persson",23139992.0,19639992.0,Series B,2019-02-26,,,,,
3D LIVE INC,Other,3dlive.com,LOS ANGELES,CA,90015,(323) 393-3186,2018.0,7.0,"Christian Dieckmann, Kang Ahn, Nathan Huber, Ryan Pardeiro","Decai Sun, Randolph Bradley",8186050.0,6947768.0,Seed,2020-02-10,,,,,
3D MUSEUM INVESTORS LLC,Other,,SAN FRANCISCO,CA,94117,(510) 367-1510,2017.0,8.0,Navraj Bawa,,,,,,,,,,
3D ROBOTICS INC,Other Technology,3d-robotics.com,Berkeley,CA,94710,(858) 225-1414,2011.0,14.0,"Gregory Christoper Anderson, Gregory Christopher Anderson, Jeevan Christopher Kalanithi, John Munoz Rex, Jordi Munoz Bardales, Nancy Christopher Egan, Nancy Munoz Egan","Bryce Christopher Roberts, Bryce Munoz Roberts, Chris Christopher Michel, Chris Munoz Michel, Jason Christopher Mendelson, Jason Munoz Mendelson, Jon Christopher Callaghan, Jon Munoz Callaghan",149078935.0,45000000.0,Series B,2016-05-21,,,,,
3DEGREES GROUP INC,Environmental Services,3degreesgroup.com,SAN FRANCISCO,CA,94104,(415) 689-5220,,,"MISHARY SALEM, Mishary Salem, STEVE MCDOUGAL, SUMIT KAPUR, Steve Mcdougal, Steven Mickelsen, Sumit Kapur","APRIL SALAS, DAN KALAFATAS, Daniel Kalafatas, ERIN CRAIG, KATHRYN COFFEY, Kathryn Coffey, MARK MONDIK, Steve McDougal",15489293.0,4000000.0,Seed,2022-06-15,,,,,
3DEO INC,Other Technology,3deo.co,Torrance,CA,90505,(310) 400-6382,2016.0,9.0,"MATTHEW PETROS, MATTHEW SAND, Matthew Petros, Matthew Sand, PAYMAN TORABI, Payman Torabi","DAVID BURNS, David Burns, KEN HOOD, Ken Hood, MARK SPOTO, NATE REDMOND, Nate Redmond",53991315.0,15076422.0,Series A,2020-12-18,4.0,0.0,100.0,110000.0,['Senior Mechanical Engineer']
3DERM SYSTEMS INC,Other Health Care,,Cambridge,MA,2142,(703) 300-0700,2012.0,13.0,"Elizabeth Asai, Elliot Swart","Gina Villani, Roy Miller",4310000.0,3155000.0,Pre-Seed,2016-07-18,,,,,
3DIB VENTURES LLC,Other,3dib.com,BEDFORD,NY,10506,(516) 816-7147,2016.0,9.0,Eyal Vadai,,2500000.0,2500000.0,Pre-Seed,2019-11-08,,,,,
3DILIGENT CORP,Other Technology,3diligent.com,El Segundo,CA,90245-4117,(310) 693-3051,2020.0,5.0,Cullen Hilkene,Scott Hilkene,4243201.0,4243201.0,Seed,2020-08-01,,,,,
3DLOOK INC,Other Technology,3dlook.io,SAN MATEO,CA,94401,(650) 235-4745,2016.0,9.0,"Edward Sklyaroff, Vadym Rogovskyi",Pavel Bogdanov,11166349.0,11166349.0,Series A,2021-03-10,,,,,
3DWTX LLC,Other Energy,3dwtx.com,ATHENS,TX,75751,(512) 417-4674,2023.0,2.0,George A Spencer,,100000000.0,100000000.0,Pre-Seed,2023-09-06,,,,,
3LAWS ROBOTICS INC,Other Technology,3lawsrobotics.com,PASADENA,CA,91125,(470) 886-7187,2022.0,3.0,"Andrew Singletary, Thomas Gurriet",Aaron Ames,2000000.0,2000000.0,Seed,2022-06-30,,,,,
3SCAN INC,Other Technology,,SAN FRANCISCO,CA,94103,(562) 537-1320,2010.0,15.0,"Megan Klimen, Todd Huffman","Adam Goulborn, Adam Goulburn, Joshua Wolfe, Matt Ocko",22596277.0,13999915.0,Series A,2016-06-22,,,,,
3SOL BROADWAY LTD LIABILITY CO,Other,,NEW YORK,NY,10036,(212) 589-5477,2025.0,0.0,"Alan Shorr, Richard Winkler",,,,,,,,,,
3SOL DEVELOPMENT LTD LIABILITY CO,Other,,NEW YORK,NY,10036,(212) 589-5477,2024.0,1.0,"Alan Shorr, Richard Winkler",,,,,,,,,,
3T CAPITAL RESERVE LLC,Investing,,AUSTIN,TX,78759,(512) 502-5385,2018.0,7.0,Jeff Ballard,,,,,,,,,,
3TA HALO INC,Telecommunications,,SAN FRANCISCO,CA,94114,(650) 793-8170,2024.0,1.0,,"Nathaniel Justin Kan, Robin Hon Bun Chan",1200000.0,1200000.0,Pre-Seed,2024-10-24,,,,,
3TEN8 INC,Telecommunications,3ten8.ai,SANTA CLARA,CA,94054,(424) 272-7203,2013.0,12.0,Amr Salem,,1676065.0,1676065.0,Pre-Seed,2015-04-01,,,,,
3TW LTD LIABILITY CO,Other,,NEW YORK,NY,10036,(212) 510-8563,2017.0,8.0,Scott Rudin,,3800000.0,3800000.0,Pre-Seed,2017-11-16,,,,,
3VR SECURITY INC,Other Technology,,SAN FRANCISCO,CA,94103,(415) 495-5790,,,Robert Allen Shipp,"Bill Allen Harding, Greg Allen Owens, Sonja Allen Perkins, Ted Allen Schlein",2470096.0,2470096.0,Seed,2016-11-15,,,,,
3XR INC,Other Technology,3xr.com,WAKEFIELD,MA,1880,(781) 587-3095,2019.0,6.0,Mike Festa,,2500000.0,2500000.0,Pre-Seed,2019-07-15,,,,,
4 IMPACT DATA INC,Other Technology,4impactdata.com,DALLAS,TX,75254,(214) 914-6010,2022.0,3.0,"Chris Hagans, Eric Eager, Marty Carney",,7000000.0,5000000.0,Pre-Seed,2023-11-27,,,,,
4-TELL INC,Other Technology,4-tell.com,STEVENSON,WA,98648,(509) 427-5374,,,"Ken Levy, Neil Lofgren, Tom O'Keefe","Craig Froude, Donald Landwirth, James Huston",3500000.0,3500000.0,Pre-Seed,2016-08-08,,,,,
405LABS INC,Computers,,POWAY,CA,92064,(443) 745-8541,2014.0,11.0,Alexander Watson,"Fred Wang, Kelly Perdew, Sameer Bhalotra",4659998.0,2330000.0,Pre-Seed,2014-10-10,,,,,
406 BOVINE INC,Other Technology,,Katy,TX,77494,(406) 561-7070,2021.0,4.0,"Bryan Elliot, Elliott Bryan",,3550000.0,1750000.0,Pre-Seed,2024-01-26,,,,,
409 WILLIAM LLC,Other,,SAN ANTONIO,TX,78230,(949) 296-7502,2022.0,3.0,"Arleen Garza, Jacob Garza",,,,,,,,,,
40GRID INC,Other Technology,,YARMOUTH PORT,MA,2675,(614) 439-1091,,,"Andrew Klein, Bilal Ahmad, Blake Bissonette, David Blauer","Andrew Klein, Jason Greenberg, Marshall Everson, Ross Treleven",7500000.0,2500000.0,Pre-Seed,2023-11-02,,,,,
410 FOREST FUND LLC,Other,,BOSTON,MA,2110,(617) 391-3590,2022.0,3.0,"James M. Alden, Jeffrey M. Harper, Jeffrey R. Theobald, Peter R. Carbone III, Shawn M. Hawthorne",,3395508.0,3395508.0,Seed,2022-12-28,,,,,
4100 RED RIVER HOLDINGS LLC,Lodging and Conventions,,AUSTIN,TX,78701,(512) 635-0002,2016.0,9.0,"Clark Lyda, Gregory Marchbanks",,27500000.0,27500000.0,Series A,2016-02-17,,,,,
42 AM HOLDINGS LLC,Other Banking and Financial Services,,SOUTHAMPTON,NY,11968,(212) 516-6345,2025.0,0.0,"Bryan Robertson, Colbey Arden",,5000000.0,5000000.0,Seed,2025-08-08,,,,,
42 NORTH PRIVATE HOLDINGS INC,Investing,,CANTON,MA,2021,(617) 620-3251,,,"Jack Thompson, Ryan J. Trost, Timothy J. Buckley","Brian J. Barefoot, Churchill J. Franklin, Hope J. Lundt, Rocco J. Maggiotto, Seth J. Kurland",3025000.0,3025000.0,Seed,2024-03-04,,,,,
420 HARLEY KNOX PARTNERS LLC,Investing,,LOS ANGELES,CA,90046,(310) 788-3445,2022.0,3.0,"420 HARLEY KNOX MM LLC, AMAROK 420 HARLEY KNOX MM LLC, Jason Post, POST 420 HARLEY KNOX MM LLC, PREG Management LLC",,10525000.0,10525000.0,Series A,2022-03-18,,,,,
420 TECH INC,Other,420-tech.com,WOODINVILLE,WA,98077,(206) 612-4172,2016.0,9.0,Tim Belvin,,1000000.0,1000000.0,Pre-Seed,2016-11-02,,,,,
4303 MARIPOSA DRIVE LLC,Other,,SOUTHLAKE,TX,76092,(949) 296-7502,2019.0,6.0,"Aalok Parikh, David Lagat, John Monteiro, Shakti C'Ganti",,7500000.0,7500000.0,Series A,2022-09-22,,,,,
437 CAPITAL FUND CORP,Other,437capital.com,CHULA VISTA,CA,91910,(619) 919-3514,2020.0,5.0,Daniel Testa,,,,,,,,,,
43RD STREET WHISPERING LAKE INVESTORS LLC,Other,,LOS ANGELES,CA,90024,(310) 528-3483,2015.0,10.0,"Derek Graham, Michael Flaherty",,4420395.0,4420395.0,Seed,2015-05-22,,,,,
44 BEARFOOT INVESTOR LLC,Other,,BUFFALO,NY,14202,(716) 631-8000,2019.0,6.0,"Ciminelli Buffalo Renaissance Fund, L.P., Ciminelli Real Estate Corporation",,,,,,,,,,
44 PRO HOLDINGS LLC,Other,,Chicago,IL,60606,(212) 558-2010,2024.0,1.0,"Donald S. Phillips, Gregory S. Oberholtzer, JF S. Berry",,32000000.0,32000000.0,Series B,2024-04-30,,,,,
456 BREED ST LLC,Other,,MONTEREY PARK,CA,91754,(949) 296-7502,2024.0,1.0,"David O Medina, Eric O Luevano, Jaime O Sanchez, Jorge O Contreras, Luis O Vargas",,,,,,,,,,
45TH STREET FUND LTD LIABILITY CO,Other,,NEW YORK,NY,10036,(212) 257-4929,2016.0,9.0,"John N. Hart, Jr.",Evamere N. Management LLC,5000000.0,5000000.0,Seed,2016-11-01,,,,,
47 CENTER INC,Other Technology,,NEW YORK,NY,10002,(000) 000-0000,2014.0,11.0,Ricardo Santos,Andreas Blixt,1000000.0,1000000.0,Pre-Seed,2015-04-22,,,,,
480 BIOMEDICAL INC,Other,,WATERTOWN,MA,2472,(617) 373-4600,,,Maria Palasis,"Carmichael S. Roberts, Guido Neels, Richard S. Mott, Robert Langer, Terrance McGuire",5999999.0,5999999.0,Series A,2016-11-10,,,,,
4AP TOPCO LLC,Other,,WILMETTE,IL,60091,(847) 906-5300,2023.0,2.0,,"George Malone, Paul Wormly, Richard Brock",,,,,,,,,
4D FUN,Other Technology,4dfun.com,CULVER CITY,CA,90232,(949) 288-3621,2020.0,5.0,"Jenni Ogden, Paul Vowell",Brian Master,,,,,,,,,
4D HEALTHWARE LLC,Other Health Care,4dhealthware.com,CHICAGO,IL,60611,(847) 650-7827,,,STAR CUNNINGHAM,,2107865.0,2107865.0,Seed,2016-07-12,,,,,
4D MOLECULAR THERAPEUTICS INC,Biotechnology,4dmoleculartherapeutics.com,EMERYVILLE,CA,94608,(510) 505-2680,2015.0,10.0,"David Kirn, David Kirn, M.D., David Schaffer, Ph.D.,, Leisa Johnson, Ph.D., Peter Francis, M.D., Theresa Janke","Charles Theuer, Ph.D., David Schaffer, Hoyoung Huh, M.D., Ph.D., Margi McLaughlin, Margi McLoughlin, Sharon Tetlow, Tony Yao",108593871.0,89999874.0,Series C,2018-08-27,,,,,
4D PATH INC,Other Health Care,4d-path.com,NEWTON,MA,2459,(617) 803-1619,2016.0,9.0,"Cristiano Jose Leao, Nicholas Jose Bero, Rodrigo Jose Navarro, Satabhisa Jose Mukhopadhyay, Tathagata Jose Dasgupta","Mario Jose Pinto, Roberto Jose Engels, Roberto Jose Lagana, Satabhisa Jose Mukhopadhyay, Tathagata Jose Dasgupta",24473052.0,16973052.0,Series A,2023-04-24,,,,,
4DI INC,Computers,4di.com,BOSTON,MA,2127,(508) 572-8490,2017.0,8.0,Mathew Harrison,,1900000.0,1900000.0,Pre-Seed,2018-12-12,,,,,
4DREPLAYINC,Other Technology,,SAN FRANCISCO,CA,94103,(415) 548-5788,2016.0,9.0,"Hong Su Jung, Hongsu Jung","Chang Hyun E Lee, Chang Hyun Lee, Henry Chon, Henry E Chon, Jooil Hong, Nobutake E Suzuki, Sang Yun E Lee, Sang Yun Lee",32499808.0,14999864.0,Series A,2020-12-31,,,,,
4DRMHC1 MASTER LLC (SERIES 1),Other Health Care,,AUSTIN,TX,78704,(817) 925-7645,2021.0,4.0,,Christopher Smith,,,,,,,,,
