onet_soc_code,bls_soc_code,title,description,job_zone,alternate_title_count,alternate_titles_sample,oews_year,employment,annual_mean_wage,annual_median_wage,hourly_mean_wage,hourly_median_wage,employment_prse,ability_originality_lv,ability_problem_sensitivity_lv,ability_deductive_reasoning_lv,ability_inductive_reasoning_lv,ability_selective_attention_lv,ability_oral_comprehension_lv,skill_programming_lv,skill_critical_thinking_lv,skill_judgment_decision_making_lv,skill_complex_problem_solving_lv,skill_systems_analysis_lv,skill_systems_evaluation_lv,skill_social_perceptiveness_lv,skill_active_listening_lv,skill_persuasion_lv,skill_instructing_lv,skill_service_orientation_lv,cognitive_pivot_score
11-9179.01,11-9179,Fitness and Wellness Coordinators,"Manage or coordinate fitness and wellness programs and services. Manage and train staff of wellness specialists, health educators, or fitness instructors.",4,43,Campus Wellness Coordinator; Certified Wellness Program Coordinator; Certified Wellness Program Manager; City Wellness Coordinator; Clinical and Wellness Programs Manager; Corporate Fitness Program Coordinator; Corporate Wellness Coordinator; County Public Health Wellness Coordinator,2024,10490.0,70620.0,61340.0,33.95,29.49,5.5,3.75,4.0,4.0,3.75,2.88,4.0,0.38,3.75,3.12,3.12,3.0,3.12,3.75,3.62,3.5,3.5,3.5,3.512
11-9179.02,11-9179,Spa Managers,"Plan, direct, or coordinate activities of a spa facility. Coordinate programs, schedule and direct staff, and oversee financial activities.",3,15,Day Spa Manager; Hair Salon Manager; Health Spa Manager; Massage Department Manager; Med Spa Manager; Salon Coordinator; Salon Leader; Salon Manager,2024,10490.0,70620.0,61340.0,33.95,29.49,5.5,3.38,3.62,3.88,3.5,2.5,4.0,0.75,4.0,3.25,3.12,2.88,3.12,4.0,3.5,3.75,3.25,3.62,3.417
11-9199.00,11-9199,"Managers, All Other",All managers not listed separately.,,173,Animal Ride Manager; Aquatic Facility Manager; Area Development Manager; Area Supervisor; Armored Transport Service Manager; Art Coordinator; Arts Administrator; Association Executive,2024,630980.0,149890.0,136550.0,72.06,65.65,0.5,,,,,,,,,,,,,,,,,,
11-9199.01,11-9199,Regulatory Affairs Managers,"Plan, direct, or coordinate production activities of an organization to ensure compliance with regulations and standard operating procedures.",4,22,"CMC Director (Chemistry, Manufacturing, and Controls Director); CMC Regulatory Affairs Manager (Chemistry, Manufacturing and Controls Regulatory Affairs Manager); Compliance Director; Global RA Director (Global Regulatory Affairs Director); Global RA Manager (Global Regulatory Affairs Manager); International Regulatory Affairs Specialist; RA and Compliance Director (Regulatory Affairs and Compliance Director); RA Director (Regulatory Affairs Director)",2024,630980.0,149890.0,136550.0,72.06,65.65,0.5,3.12,4.0,4.0,4.0,2.75,4.12,0.88,4.0,4.0,3.25,3.88,3.75,3.62,4.0,3.0,3.0,3.0,3.778
11-9199.02,11-9199,Compliance Managers,"Plan, direct, or coordinate activities of an organization to ensure compliance with ethical or regulatory standards.",4,27,Accreditation Lieutenant; Accreditation Manager; Anti Money Laundering Compliance Manager (AML Compliance Manager); Audit Manager; Compliance Audit Manager; Compliance Coordinator; Compliance Director; Compliance Manager,2024,630980.0,149890.0,136550.0,72.06,65.65,0.5,3.0,4.38,4.38,4.12,3.0,4.38,0.88,4.25,3.88,3.5,3.38,3.38,3.62,4.12,3.75,3.75,2.88,3.808
11-9199.08,11-9199,Loss Prevention Managers,"Plan and direct policies, procedures, or systems to prevent the loss of assets. Determine risk exposure or potential liability, and develop risk control measures.",4,22,Area Asset Protection Manager; Area Loss Prevention Manager; Asset Protection and Safety Manager; Asset Protection Leader; Asset Protection Manager; Asset Protection Supervisor; Asset Safety Manager; District Asset Protection Manager,2024,630980.0,149890.0,136550.0,72.06,65.65,0.5,3.62,4.0,3.88,3.88,3.62,4.0,0.75,4.0,4.0,3.88,4.0,3.88,3.75,4.0,3.88,3.88,3.75,3.904
11-9199.09,11-9199,Wind Energy Operations Managers,"Manage wind field operations, including personnel, maintenance activities, financial activities, and planning.",3,22,Clean Energy Site Manager; Energy Environmental Manager; Energy Operations Manager; Energy Quality Control Manager (Energy QC Manager); Energy Services Manager; Offshore Energy Environmental Manager; Offshore Wind Operations Manager; Renewable Energy Development Manager,2024,630980.0,149890.0,136550.0,72.06,65.65,0.5,3.12,4.0,4.0,4.0,3.12,4.0,1.25,4.0,3.62,3.75,3.25,3.12,4.0,4.0,3.75,3.62,3.12,3.651
11-9199.10,11-9199,Wind Energy Development Managers,"Lead or manage the development and evaluation of potential wind energy business opportunities, including environmental studies, permitting, and proposals. May also manage construction of projects.",4,21,Business Development Director; Business Development Manager; Development Director; Development Manager; Energy Director; Energy Project Director; Environmental Projects Advisor; Project Development Leader,2024,630980.0,149890.0,136550.0,72.06,65.65,0.5,3.25,4.0,4.38,4.0,2.62,4.25,1.25,4.25,3.5,3.25,3.12,3.38,3.62,3.75,3.75,3.25,3.12,3.681
11-9199.11,11-9199,Brownfield Redevelopment Specialists and Site Managers,Plan and direct cleanup and redevelopment of contaminated properties for reuse. Does not include properties sufficiently contaminated to qualify as Superfund sites.,4,33,Brownfield Program Director; Brownfield Program Manager; Brownfield Redevelopment Coordinator; Brownfield Redevelopment Site Manager; Brownfield Redevelopment Specialist; Brownfields Practice Leader; Brownfields Program Coordinator; Brownfields Program Manager,2024,630980.0,149890.0,136550.0,72.06,65.65,0.5,3.62,4.88,4.62,4.12,2.62,4.38,0.75,4.25,4.0,4.12,3.75,3.75,3.12,4.0,3.5,3.12,3.0,4.123
13-1011.00,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes","Represent and promote artists, performers, and athletes in dealings with current or prospective employers. May handle contract negotiation and other business matters for clients.",4,50,Acquisition Agent; Advance Agent; Agent; Artist Manager; Artist Representative; Artist's Manager; Artist's Representative; Athlete Manager,2024,14220.0,165600.0,96310.0,79.62,46.3,6.7,3.38,3.75,3.88,3.75,2.75,4.12,0.5,3.75,3.75,3.38,2.5,2.5,3.5,4.0,4.12,2.88,3.38,3.404
13-1021.00,13-1021,"Buyers and Purchasing Agents, Farm Products","Purchase farm products either for further processing or resale. Includes tree farm contractors, grain brokers and market operators, grain buyers, and tobacco buyers. May negotiate contracts.",4,87,Agriculture Industry Coordinator; Agriculture Industry Specialist; Buyer; Buying Agent; Cattle Broker; Cattle Buyer; Cattle Dealer; Cattle Shipper,2024,,,,,,,3.0,3.12,3.38,3.38,2.88,4.0,0.75,3.75,3.38,3.0,2.88,2.62,3.12,3.38,3.75,2.88,2.62,3.168
13-1022.00,13-1022,"Wholesale and Retail Buyers, Except Farm Products","Buy merchandise or commodities, other than farm products, for resale to consumers at the wholesale or retail level, including both durable and nondurable goods. Analyze past buying trends, sales records, price, and quality of merchandise to determine value and yield. Select, order, and authorize payment for merchandise according to contractual agreements. May conduct meetings with sales personnel and introduce new products. May negotiate contracts. Includes assistant wholesale and retail buyers of nonfarm products.",3,43,Acquisition Specialist; Art Dealer; Buyer; Buying Professional; Category Planner; Commodity Buyer; Contract Sourcing Specialist; Contracts Specialist,2024,,,,,,,3.12,3.5,4.0,3.38,2.62,4.0,0.88,4.0,3.75,3.12,3.0,3.38,3.5,3.88,4.0,3.12,3.12,3.472
13-1023.00,13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Purchase machinery, equipment, tools, parts, supplies, or services necessary for the operation of an establishment. Purchase raw or semifinished materials for manufacturing. May negotiate contracts.",4,39,"Buyer; Contract Administrator (Contract Admin); Contract Analyst; Contract Specialist; Contractor Buyer; Contracts Manager; Equipment, Supplies, and Tools Purchasing Agent; Fuel Agent",2024,,,,,,,3.0,3.62,4.25,3.88,2.75,4.0,0.62,3.88,3.88,4.0,2.88,3.25,3.62,4.0,4.0,3.25,3.25,3.627
13-1031.00,13-1031,"Claims Adjusters, Examiners, and Investigators",Review settled claims to determine that payments and settlements are made in accordance with company practices and procedures. Confer with legal counsel on claims requiring litigation. May also settle insurance claims.,4,72,Accident Investigator; Adjuster; Adjustment Clerk; Auto Claims Adjuster (Automotive Claims Adjuster); Auto Damage Claims Adjuster (Automotive Damage Claims Adjuster); Benefit Authorizer; Bodily Injury Claims Adjuster; Bodily Injury Claims Examiner,2024,305020.0,78770.0,76790.0,37.87,36.92,1.2,2.62,3.88,4.38,4.38,2.62,4.5,1.5,4.25,3.75,3.38,2.62,3.12,3.38,4.25,3.0,2.88,3.0,3.598
13-1032.00,13-1032,"Insurance Appraisers, Auto Damage",Appraise automobile or other vehicle damage to determine repair costs for insurance claim settlement. Prepare insurance forms to indicate repair cost or cost estimates and recommendations. May seek agreement with automotive repair shop on repair costs.,3,41,Appraisal Specialist; Appraiser; Auto Body Appraiser; Auto Body Repair Estimator; Auto Collision Estimator; Auto Damage Insurance Appraiser; Automobile Appraiser (Auto Appraiser); Automobile Body Estimator (Auto Body Estimator),2024,7790.0,77050.0,76650.0,37.04,36.85,7.5,2.62,3.62,3.75,3.5,3.0,4.0,0.5,3.75,3.12,2.88,2.12,2.38,3.0,3.88,2.88,2.0,3.0,3.082
13-1041.00,13-1041,Compliance Officers,"Examine, evaluate, and investigate eligibility for or conformity with laws and regulations governing contract compliance of licenses and permits, and perform other compliance and enforcement inspection and analysis activities not classified elsewhere.",4,63,Air Pollution Compliance Inspector; Certified Driver Examiner (CDE); Certified Driver License Test Administrator; Compliance Administrator (Compliance Admin); Compliance Analyst; Compliance Consultant; Compliance Coordinator; Compliance Examiner,2024,397770.0,84980.0,78420.0,40.86,37.7,0.7,2.62,3.25,3.5,3.5,3.0,4.12,0.75,3.62,3.25,2.88,,2.62,3.38,3.88,3.12,2.88,3.12,3.155
13-1041.01,13-1041,Environmental Compliance Inspectors,"Inspect and investigate sources of pollution to protect the public and environment and ensure conformance with Federal, State, and local regulations and ordinances.",4,42,"Agricultural Chemicals Inspector; Agricultural Chemicals Registration Specialist; Air Permitting and Enforcement Inspector; Air Pollution Inspector; Authorized Inspector; Certified Erosion, Sediment, and Storm Water Inspector (CESSWI); City Sanitarian; Compliance Analyst",2024,397770.0,84980.0,78420.0,40.86,37.7,0.7,3.12,4.88,4.75,4.75,3.0,4.75,1.12,4.25,3.88,4.12,3.38,3.75,3.38,4.0,2.88,3.12,2.88,4.098
13-1041.03,13-1041,Equal Opportunity Representatives and Officers,"Monitor and evaluate compliance with equal opportunity laws, guidelines, and policies to ensure that employment practices and contracting arrangements give equal opportunity without regard to race, religion, color, national origin, sex, age, or disability.",4,15,Action Officer; Affirmative Action Officer (AA Officer); Appeals Coordinator; Civil Rights Investigator; Civil Rights Representative; Civil Rights Specialist; Complaint Investigations Officer; Equal Employment Opportunity Officer (EEO Officer),2024,397770.0,84980.0,78420.0,40.86,37.7,0.7,3.5,4.12,4.38,4.0,2.75,4.88,1.5,4.5,3.75,3.62,3.25,3.5,4.12,4.62,4.0,3.38,3.38,3.847
13-1041.04,13-1041,Government Property Inspectors and Investigators,Investigate or inspect government property to ensure compliance with contract agreements and government regulations.,3,25,Adjustment Examiner; Airport Operations Officer; Compliance Analyst; Compliance Coordinator; Contract Inspector; Government Gauger; Housing Inspector; Housing Management Representative,2024,397770.0,84980.0,78420.0,40.86,37.7,0.7,3.0,4.25,4.25,4.25,3.0,4.0,1.25,4.12,4.0,3.38,3.38,3.38,3.25,4.12,3.5,3.25,3.12,3.779
13-1041.06,13-1041,Coroners,"Direct activities such as autopsies, pathological and toxicological analyses, and inquests relating to the investigation of deaths occurring within a legal jurisdiction to determine cause of death or to fix responsibility for accidental, violent, or unexplained deaths.",3,18,Autopsy Facilities Manager; Certified Medical Examiner; Coroner; Coroner Investigator; County Coroner; Death Investigator; Examiner; Forensic Medical Examiner,2024,397770.0,84980.0,78420.0,40.86,37.7,0.7,3.0,4.12,4.12,4.75,3.0,4.75,0.5,4.0,3.75,3.0,2.75,2.25,3.88,4.0,2.75,3.12,3.12,3.527
13-1041.07,13-1041,Regulatory Affairs Specialists,"Coordinate and document internal regulatory processes, such as internal audits, inspections, license renewals, or registrations. May compile and prepare materials for submission to regulatory agencies.",4,28,"Anti Money Laundering Compliance Analyst (AML Compliance Analyst); Clinical Quality Assurance Associate; Clinical Quality Assurance Specialist; CMC Regulatory Affairs Manager (Chemistry, Manufacturing, and Controls Regulatory Affairs Manager); Drug Regulatory Affairs Specialist; Product Safety Specialist; Product Stewardship Specialist; Quality Assurance Documentation Coordinator",2024,397770.0,84980.0,78420.0,40.86,37.7,0.7,3.25,4.0,4.12,3.88,2.75,4.88,1.38,4.25,4.12,3.88,4.0,3.88,3.25,4.0,3.75,3.0,3.0,3.931
13-1041.08,13-1041,Customs Brokers,Prepare customs documentation and ensure that shipments meet all applicable laws to facilitate the import and export of goods. Determine and track duties and taxes payable and process payments on behalf of client. Sign documents under a power of attorney. Represent clients in meetings with customs officials and apply for duty refunds and tariff reclassifications. Coordinate transportation and storage of imported goods.,3,49,Air Export Agent; Air Export Operations Agent; Air Import Agent; Boarding Agent; Cargo Agent; Cargo Broker; Cargo Office Agent; Corporate Licensed Broker,2024,397770.0,84980.0,78420.0,40.86,37.7,0.7,3.0,3.12,3.25,3.12,3.0,4.0,1.38,3.88,3.0,3.12,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.166
13-1051.00,13-1051,Cost Estimators,"Prepare cost estimates for product manufacturing, construction projects, or services to aid management in bidding on or determining price of product or service. May specialize according to particular service performed or type of product manufactured.",4,39,Acquisition Cost Estimator; Analyst; Building Construction Estimator; Building Estimator; Civil Estimator; Commercial Construction Estimator; Commercial Estimator; Commercial Roofing Estimator,2024,219530.0,83160.0,77070.0,39.98,37.05,1.1,3.0,3.38,4.12,4.12,3.0,4.12,0.88,4.12,3.75,3.62,3.5,3.12,3.0,4.0,3.5,2.75,2.88,3.637
13-1071.00,13-1071,Human Resources Specialists,"Recruit, screen, interview, or place individuals within an organization. May perform other activities in multiple human resources areas.",4,100,Business Intelligence Engineer; Career Development Specialist; Career Development Technician; Career Specialist; Certification Specialist; Contract Recruiter; Corporate Recruiter; Credentialing Coordinator,2024,917460.0,79730.0,72910.0,38.33,35.05,0.6,3.12,3.75,4.0,3.5,2.38,4.12,0.62,4.0,3.5,3.12,2.75,2.88,3.88,4.0,3.0,3.12,3.25,3.402
